GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0071495	cellular response to endogenous stimulus	899	16	4.53	1.2e-05	3.120e-03	P	AT1G19180, AT1G23080, AT1G42540, AT1G70810, AT1G70940, AT2G01420, AT2G36830, AT3G18040, AT3G20770, AT3G51550, AT4G18710, AT4G35290, AT5G18080, AT5G43700, AT5G54380, AT5G65980	TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, TIP11_ARATH, MPK9_ARATH, EIN3_ARATH, FERON_ARATH, KSG7_ARATH, GLR32_ARATH, SAU24_ARATH, IAA4_ARATH, THE1_ARATH, PILS7_ARATH
GO:0044036	cell wall macromolecule metabolic process	154	7	0.78	1.3e-05	3.233e-03	P	AT1G10550, AT1G14720, AT1G32170, AT2G25110, AT4G14130, AT4G18990, AT4G25810	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, SDF2_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH
GO:0009068	aspartate family amino acid catabolic process	10	3	0.05	1.5e-05	3.550e-03	P	AT1G08630, AT1G64660, AT3G16150	THA1_ARATH, MGL_ARATH, ASPGB_ARATH
GO:0071310	cellular response to organic substance	1028	17	5.18	1.7e-05	3.550e-03	P	AT1G19180, AT1G23080, AT1G42540, AT1G70810, AT1G70940, AT2G01420, AT2G25110, AT2G36830, AT3G18040, AT3G20770, AT3G51550, AT4G18710, AT4G35290, AT5G18080, AT5G43700, AT5G54380, AT5G65980	TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, SDF2_ARATH, TIP11_ARATH, MPK9_ARATH, EIN3_ARATH, FERON_ARATH, KSG7_ARATH, GLR32_ARATH, SAU24_ARATH, IAA4_ARATH, THE1_ARATH, PILS7_ARATH
GO:0009755	hormone-mediated signaling pathway	821	15	4.13	1.7e-05	3.550e-03	P	AT1G19180, AT1G23080, AT1G42540, AT1G70810, AT1G70940, AT2G01420, AT2G36830, AT3G18040, AT3G20770, AT3G51550, AT4G18710, AT5G18080, AT5G43700, AT5G54380, AT5G65980	TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, TIP11_ARATH, MPK9_ARATH, EIN3_ARATH, FERON_ARATH, KSG7_ARATH, SAU24_ARATH, IAA4_ARATH, THE1_ARATH, PILS7_ARATH
GO:0009628	response to abiotic stimulus	1987	25	10	1.7e-05	3.550e-03	P	AT1G19180, AT1G42540, AT1G44170, AT1G64660, AT1G68090, AT1G70940, AT1G76180, AT2G25930, AT2G35940, AT3G20770, AT3G23920, AT3G61600, AT4G02380, AT4G15920, AT4G22260, AT4G30200, AT4G30960, AT4G35290, AT4G37470, AT5G19770, AT5G24470, AT5G26751, AT5G27600, AT5G57660, AT5G62680	TI10A_ARATH, GLR33_ARATH, AL3H1_ARATH, MGL_ARATH, ANXD5_ARATH, PIN3_ARATH, ERD14_ARATH, ELF3_ARATH, BLH1_ARATH, EIN3_ARATH, BAM1_ARATH, POB1_ARATH, SAG21_ARATH, SWT17_ARATH, AOX4_ARATH, VIL2_ARATH, CIPK6_ARATH, GLR32_ARATH, KAI2_ARATH, TBA3_ARATH, APRR5_ARATH, KSG1_ARATH, LACS7_ARATH, COL5_ARATH, PTR53_ARATH
GO:0009069	serine family amino acid metabolic process	64	5	0.32	1.8e-05	3.550e-03	P	AT1G08630, AT1G22020, AT1G36370, AT1G64660, AT3G01120	THA1_ARATH, GLYC6_ARATH, GLYC7_ARATH, MGL_ARATH, CGS1_ARATH
GO:0009416	response to light stimulus	725	14	3.65	1.8e-05	3.550e-03	P	AT1G42540, AT1G68090, AT1G70940, AT2G25930, AT2G35940, AT3G61600, AT4G02380, AT4G15920, AT4G22260, AT4G30200, AT4G35290, AT4G37470, AT5G24470, AT5G57660	GLR33_ARATH, ANXD5_ARATH, PIN3_ARATH, ELF3_ARATH, BLH1_ARATH, POB1_ARATH, SAG21_ARATH, SWT17_ARATH, AOX4_ARATH, VIL2_ARATH, GLR32_ARATH, KAI2_ARATH, APRR5_ARATH, COL5_ARATH
GO:0048364	root development	454	11	2.29	2e-05	3.690e-03	P	AT1G01550, AT1G08090, AT1G12950, AT1G23080, AT1G70940, AT2G01420, AT3G18830, AT3G51550, AT4G02380, AT4G18710, AT5G04340	BPS1_ARATH, NRT21_ARATH, DTX31_ARATH, PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, PLT5_ARATH, FERON_ARATH, SAG21_ARATH, KSG7_ARATH, ZAT6_ARATH
GO:0022622	root system development	456	11	2.3	2e-05	3.690e-03	P	AT1G01550, AT1G08090, AT1G12950, AT1G23080, AT1G70940, AT2G01420, AT3G18830, AT3G51550, AT4G02380, AT4G18710, AT5G04340	BPS1_ARATH, NRT21_ARATH, DTX31_ARATH, PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, PLT5_ARATH, FERON_ARATH, SAG21_ARATH, KSG7_ARATH, ZAT6_ARATH
GO:1902578	single-organism localization	2160	26	10.88	2.5e-05	4.469e-03	P	AT1G08090, AT1G09070, AT1G12950, AT1G23080, AT1G24100, AT1G42540, AT1G70940, AT2G01420, AT2G03590, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT3G51895, AT4G15920, AT4G18710, AT4G29900, AT4G30960, AT4G35100, AT4G35290, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	NRT21_ARATH, SRC2_ARATH, DTX31_ARATH, PIN7_ARATH, U74B1_ARATH, GLR33_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PUMP5_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, KSG7_ARATH, ACA10_ARATH, CIPK6_ARATH, PIP27_ARATH, GLR32_ARATH, DTX30_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0009314	response to radiation	755	14	3.8	2.8e-05	4.853e-03	P	AT1G42540, AT1G68090, AT1G70940, AT2G25930, AT2G35940, AT3G61600, AT4G02380, AT4G15920, AT4G22260, AT4G30200, AT4G35290, AT4G37470, AT5G24470, AT5G57660	GLR33_ARATH, ANXD5_ARATH, PIN3_ARATH, ELF3_ARATH, BLH1_ARATH, POB1_ARATH, SAG21_ARATH, SWT17_ARATH, AOX4_ARATH, VIL2_ARATH, GLR32_ARATH, KAI2_ARATH, APRR5_ARATH, COL5_ARATH
GO:0007154	cell communication	2317	27	11.67	3e-05	5.047e-03	P	AT1G19180, AT1G19920, AT1G23080, AT1G42540, AT1G64660, AT1G66150, AT1G70810, AT1G70940, AT2G01420, AT2G25110, AT2G25930, AT2G36830, AT3G08860, AT3G18040, AT3G20770, AT3G51550, AT4G02380, AT4G15920, AT4G18710, AT4G30960, AT4G35290, AT5G18080, AT5G20410, AT5G24470, AT5G43700, AT5G54380, AT5G65980	TI10A_ARATH, APS2_ARATH, PIN7_ARATH, GLR33_ARATH, MGL_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, SDF2_ARATH, ELF3_ARATH, TIP11_ARATH, AGT23_ARATH, MPK9_ARATH, EIN3_ARATH, FERON_ARATH, SAG21_ARATH, SWT17_ARATH, KSG7_ARATH, CIPK6_ARATH, GLR32_ARATH, SAU24_ARATH, MGDG2_ARATH, APRR5_ARATH, IAA4_ARATH, THE1_ARATH, PILS7_ARATH
GO:0010383	cell wall polysaccharide metabolic process	119	6	0.6	3.2e-05	5.230e-03	P	AT1G10550, AT1G14720, AT1G32170, AT4G14130, AT4G18990, AT4G25810	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH
GO:0032870	cellular response to hormone stimulus	880	15	4.43	3.8e-05	6.038e-03	P	AT1G19180, AT1G23080, AT1G42540, AT1G70810, AT1G70940, AT2G01420, AT2G36830, AT3G18040, AT3G20770, AT3G51550, AT4G18710, AT5G18080, AT5G43700, AT5G54380, AT5G65980	TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, TIP11_ARATH, MPK9_ARATH, EIN3_ARATH, FERON_ARATH, KSG7_ARATH, SAU24_ARATH, IAA4_ARATH, THE1_ARATH, PILS7_ARATH
GO:0070838	divalent metal ion transport	126	6	0.63	4.4e-05	6.802e-03	P	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110	GLR33_ARATH, ACA9_ARATH, CAX3_ARATH, ACA10_ARATH, GLR32_ARATH, ACA8_ARATH
GO:0072511	divalent inorganic cation transport	128	6	0.64	4.8e-05	7.225e-03	P	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110	GLR33_ARATH, ACA9_ARATH, CAX3_ARATH, ACA10_ARATH, GLR32_ARATH, ACA8_ARATH
GO:0044765	single-organism transport	2119	25	10.67	5.1e-05	7.480e-03	P	AT1G08090, AT1G09070, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G03590, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT3G51895, AT4G15920, AT4G18710, AT4G29900, AT4G30960, AT4G35100, AT4G35290, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	NRT21_ARATH, SRC2_ARATH, DTX31_ARATH, PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PUMP5_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, KSG7_ARATH, ACA10_ARATH, CIPK6_ARATH, PIP27_ARATH, GLR32_ARATH, DTX30_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:1901701	cellular response to oxygen-containing compound	617	12	3.11	6.9e-05	9.867e-03	P	AT1G19180, AT1G42540, AT1G64660, AT1G70810, AT2G36830, AT3G18040, AT3G20770, AT3G51550, AT4G02380, AT4G18710, AT4G35290, AT5G54380	TI10A_ARATH, GLR33_ARATH, MGL_ARATH, CAR7_ARATH, TIP11_ARATH, MPK9_ARATH, EIN3_ARATH, FERON_ARATH, SAG21_ARATH, KSG7_ARATH, GLR32_ARATH, THE1_ARATH
GO:0009733	response to auxin	435	10	2.19	7.3e-05	1.008e-02	P	AT1G23080, AT1G70940, AT2G01420, AT2G14960, AT2G25930, AT3G01220, AT4G18710, AT5G18080, AT5G43700, AT5G65980	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, GH31_ARATH, ELF3_ARATH, ATB20_ARATH, KSG7_ARATH, SAU24_ARATH, IAA4_ARATH, PILS7_ARATH
GO:0016043	cellular component organization	2866	30	14.43	7.4e-05	1.008e-02	P	AT1G09140, AT1G10200, AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT1G64660, AT1G68090, AT1G69500, AT1G70940, AT2G07050, AT2G25930, AT2G35940, AT2G36830, AT3G05610, AT3G25690, AT3G51550, AT4G14130, AT4G15920, AT4G18990, AT4G22260, AT4G25810, AT4G30200, AT4G35100, AT4G38400, AT5G15580, AT5G19770, AT5G19780, AT5G49180, AT5G54380	SR30_ARATH, WLIM1_ARATH, XTH33_ARATH, XTH28_ARATH, U74B1_ARATH, XTH30_ARATH, MGL_ARATH, ANXD5_ARATH, C70B1_ARATH, PIN3_ARATH, CAS1_ARATH, ELF3_ARATH, BLH1_ARATH, TIP11_ARATH, PME21_ARATH, CHUP1_ARATH, FERON_ARATH, XTH15_ARATH, SWT17_ARATH, XTH29_ARATH, AOX4_ARATH, XTH23_ARATH, VIL2_ARATH, PIP27_ARATH, EXLA2_ARATH, LNG1_ARATH, TBA3_ARATH, TBA3_ARATH, PME58_ARATH, THE1_ARATH
GO:0016049	cell growth	441	10	2.22	8.2e-05	1.091e-02	P	AT1G10550, AT1G12950, AT1G68090, AT1G70940, AT2G25930, AT3G51550, AT4G18710, AT4G38400, AT5G15580, AT5G54380	XTH33_ARATH, DTX31_ARATH, ANXD5_ARATH, PIN3_ARATH, ELF3_ARATH, FERON_ARATH, KSG7_ARATH, EXLA2_ARATH, LNG1_ARATH, THE1_ARATH
GO:0005976	polysaccharide metabolic process	445	10	2.24	8.9e-05	1.157e-02	P	AT1G10550, AT1G14720, AT1G32170, AT3G05610, AT3G23920, AT4G14130, AT4G18990, AT4G25810, AT5G18670, AT5G49180	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, PME21_ARATH, BAM1_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH, BAM9_ARATH, PME58_ARATH
GO:0006073	cellular glucan metabolic process	216	7	1.09	0.00012	1.525e-02	P	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, BAM1_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH
GO:0051716	cellular response to stimulus	2956	30	14.88	0.00013	1.582e-02	P	AT1G19180, AT1G19920, AT1G23080, AT1G24100, AT1G42540, AT1G64660, AT1G66150, AT1G70810, AT1G70940, AT2G01420, AT2G25110, AT2G25930, AT2G36830, AT3G08860, AT3G18040, AT3G20770, AT3G51550, AT4G02380, AT4G15920, AT4G18710, AT4G26160, AT4G30960, AT4G35290, AT5G18080, AT5G19770, AT5G20410, AT5G24470, AT5G43700, AT5G54380, AT5G65980	TI10A_ARATH, APS2_ARATH, PIN7_ARATH, U74B1_ARATH, GLR33_ARATH, MGL_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, SDF2_ARATH, ELF3_ARATH, TIP11_ARATH, AGT23_ARATH, MPK9_ARATH, EIN3_ARATH, FERON_ARATH, SAG21_ARATH, SWT17_ARATH, KSG7_ARATH, TRL21_ARATH, CIPK6_ARATH, GLR32_ARATH, SAU24_ARATH, TBA3_ARATH, MGDG2_ARATH, APRR5_ARATH, IAA4_ARATH, THE1_ARATH, PILS7_ARATH
GO:0006544	glycine metabolic process	20	3	0.1	0.00013	1.582e-02	P	AT1G08630, AT1G22020, AT1G36370	THA1_ARATH, GLYC6_ARATH, GLYC7_ARATH
GO:0044042	glucan metabolic process	224	7	1.13	0.00014	1.619e-02	P	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, BAM1_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH
GO:0009092	homoserine metabolic process	4	2	0.02	0.00015	1.619e-02	P	AT1G64660, AT3G01120	MGL_ARATH, CGS1_ARATH
GO:0019343	cysteine biosynthetic process via cystathionine	4	2	0.02	0.00015	1.619e-02	P	AT1G64660, AT3G01120	MGL_ARATH, CGS1_ARATH
GO:0019346	transsulfuration	4	2	0.02	0.00015	1.619e-02	P	AT1G64660, AT3G01120	MGL_ARATH, CGS1_ARATH
GO:0071266	'de novo' L-methionine biosynthetic process	4	2	0.02	0.00015	1.619e-02	P	AT1G64660, AT3G01120	MGL_ARATH, CGS1_ARATH
GO:0051179	localization	2837	29	14.28	0.00015	1.619e-02	P	AT1G08090, AT1G09070, AT1G12950, AT1G23080, AT1G24100, AT1G42540, AT1G70940, AT1G72160, AT2G01420, AT2G03590, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G25690, AT3G51860, AT3G51895, AT4G15920, AT4G18710, AT4G29900, AT4G30960, AT4G35100, AT4G35290, AT5G24470, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	NRT21_ARATH, SRC2_ARATH, DTX31_ARATH, PIN7_ARATH, U74B1_ARATH, GLR33_ARATH, PIN3_ARATH, PATL3_ARATH, PIN4_ARATH, UPS1_ARATH, PUMP5_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, CHUP1_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, KSG7_ARATH, ACA10_ARATH, CIPK6_ARATH, PIP27_ARATH, GLR32_ARATH, APRR5_ARATH, DTX30_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0048583	regulation of response to stimulus	572	11	2.88	0.00016	1.664e-02	P	AT1G19180, AT1G23080, AT1G42540, AT1G70810, AT1G70940, AT2G01420, AT2G25110, AT3G51550, AT4G02380, AT4G30200, AT5G26751	TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, SDF2_ARATH, FERON_ARATH, SAG21_ARATH, VIL2_ARATH, KSG1_ARATH
GO:0009926	auxin polar transport	101	5	0.51	0.00016	1.664e-02	P	AT1G23080, AT1G70940, AT2G01420, AT4G30960, AT5G65980	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, CIPK6_ARATH, PILS7_ARATH
GO:0042546	cell wall biogenesis	230	7	1.16	0.00017	1.736e-02	P	AT1G10550, AT1G14720, AT1G32170, AT2G25110, AT4G14130, AT4G18990, AT4G25810	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, SDF2_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH
GO:0010035	response to inorganic substance	899	14	4.53	0.00018	1.806e-02	P	AT1G08090, AT1G36370, AT1G44170, AT1G64660, AT1G68090, AT1G76180, AT2G15620, AT3G05970, AT3G20770, AT3G23920, AT3G51860, AT4G02380, AT4G30960, AT5G27600	NRT21_ARATH, GLYC7_ARATH, AL3H1_ARATH, MGL_ARATH, ANXD5_ARATH, ERD14_ARATH, NIR_ARATH, LACS6_ARATH, EIN3_ARATH, BAM1_ARATH, CAX3_ARATH, SAG21_ARATH, CIPK6_ARATH, LACS7_ARATH
GO:0051234	establishment of localization	2730	28	13.74	0.00019	1.874e-02	P	AT1G08090, AT1G09070, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT1G72160, AT2G01420, AT2G03590, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G25690, AT3G51860, AT3G51895, AT4G15920, AT4G18710, AT4G29900, AT4G30960, AT4G35100, AT4G35290, AT5G24470, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	NRT21_ARATH, SRC2_ARATH, DTX31_ARATH, PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PATL3_ARATH, PIN4_ARATH, UPS1_ARATH, PUMP5_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, CHUP1_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, KSG7_ARATH, ACA10_ARATH, CIPK6_ARATH, PIP27_ARATH, GLR32_ARATH, APRR5_ARATH, DTX30_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0045229	external encapsulating structure organization	590	11	2.97	2e-04	1.939e-02	P	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT1G69500, AT3G05610, AT4G14130, AT4G18990, AT4G25810, AT4G38400, AT5G49180	XTH33_ARATH, XTH28_ARATH, U74B1_ARATH, XTH30_ARATH, C70B1_ARATH, PME21_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH, EXLA2_ARATH, PME58_ARATH
GO:0008152	metabolic process	14067	91	70.82	0.00022	2.097e-02	P	AT1G08090, AT1G08465, AT1G08510, AT1G08630, AT1G09140, AT1G10550, AT1G14720, AT1G19180, AT1G19920, AT1G22020, AT1G24100, AT1G32170, AT1G36370, AT1G44170, AT1G64660, AT1G64900, AT1G66150, AT1G67290, AT1G69500, AT1G70810, AT1G75390, AT1G78140, AT2G03590, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G29150, AT2G34770, AT2G35940, AT2G43020, AT3G01120, AT3G01220, AT3G03470, AT3G05610, AT3G05970, AT3G08860, AT3G10330, AT3G16150, AT3G18040, AT3G20770, AT3G23920, AT3G26300, AT3G28917, AT3G49430, AT3G51550, AT3G51860, AT3G54500, AT3G58680, AT3G59050, AT3G61600, AT4G02430, AT4G05050, AT4G08350, AT4G12430, AT4G13250, AT4G14130, AT4G14540, AT4G15250, AT4G18710, AT4G18990, AT4G19010, AT4G19170, AT4G22260, AT4G22590, AT4G22890, AT4G25810, AT4G26160, AT4G27130, AT4G30200, AT4G30960, AT4G34260, AT4G34350, AT4G37760, AT4G38460, AT5G04340, AT5G10770, AT5G18670, AT5G20410, AT5G24470, AT5G26751, AT5G27600, AT5G39865, AT5G43700, AT5G49180, AT5G52510, AT5G54380, AT5G57660, AT5G59540	NRT21_ARATH, YAB2_ARATH, FATB_ARATH, THA1_ARATH, SR30_ARATH, XTH33_ARATH, XTH28_ARATH, TI10A_ARATH, APS2_ARATH, GLYC6_ARATH, U74B1_ARATH, XTH30_ARATH, GLYC7_ARATH, AL3H1_ARATH, MGL_ARATH, C89A2_ARATH, TMK1_ARATH, GLOX1_ARATH, C70B1_ARATH, CAR7_ARATH, BZP44_ARATH, Y1814_ARATH, UPS1_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, TRNH3_ARATH, FAH1_ARATH, BLH1_ARATH, PAO2_ARATH, CGS1_ARATH, ATB20_ARATH, C89A9_ARATH, PME21_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, ASPGB_ARATH, MPK9_ARATH, EIN3_ARATH, BAM1_ARATH, C71BV_ARATH, MIF2_ARATH, SR34A_ARATH, FERON_ARATH, CAX3_ARATH, LNK2_ARATH, MBF1B_ARATH, PAO3_ARATH, POB1_ARATH, SR34B_ARATH, UBQ11_ARATH, SPT51_ARATH, TPPF_ARATH, NYC1_ARATH, XTH15_ARATH, NFYB3_ARATH, COL11_ARATH, KSG7_ARATH, XTH29_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, TPPG_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, SUI11_ARATH, VIL2_ARATH, CIPK6_ARATH, FUCO2_ARATH, ISPH_ARATH, ERG16_ARATH, GGR_ARATH, ZAT6_ARATH, ASPA_ARATH, BAM9_ARATH, MGDG2_ARATH, APRR5_ARATH, KSG1_ARATH, LACS7_ARATH, Y5986_ARATH, IAA4_ARATH, PME58_ARATH, SCL8_ARATH, THE1_ARATH, COL5_ARATH, ACH12_ARATH
GO:0006598	polyamine catabolic process	5	2	0.03	0.00025	2.344e-02	P	AT2G43020, AT3G59050	PAO2_ARATH, PAO3_ARATH
GO:0060918	auxin transport	115	5	0.58	3e-04	2.768e-02	P	AT1G23080, AT1G70940, AT2G01420, AT4G30960, AT5G65980	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, CIPK6_ARATH, PILS7_ARATH
GO:0048856	anatomical structure development	2672	27	13.45	0.00032	2.905e-02	P	AT1G01550, AT1G03870, AT1G08090, AT1G12950, AT1G14720, AT1G19180, AT1G23080, AT1G68090, AT1G69500, AT1G70940, AT2G01420, AT2G07050, AT2G25930, AT2G35940, AT3G18830, AT3G21180, AT3G51550, AT4G02380, AT4G18710, AT4G30200, AT4G38400, AT5G04340, AT5G15580, AT5G26751, AT5G49180, AT5G54380, AT5G57660	BPS1_ARATH, FLA9_ARATH, NRT21_ARATH, DTX31_ARATH, XTH28_ARATH, TI10A_ARATH, PIN7_ARATH, ANXD5_ARATH, C70B1_ARATH, PIN3_ARATH, PIN4_ARATH, CAS1_ARATH, ELF3_ARATH, BLH1_ARATH, PLT5_ARATH, ACA9_ARATH, FERON_ARATH, SAG21_ARATH, KSG7_ARATH, VIL2_ARATH, EXLA2_ARATH, ZAT6_ARATH, LNG1_ARATH, KSG1_ARATH, PME58_ARATH, THE1_ARATH, COL5_ARATH
GO:0009914	hormone transport	120	5	0.6	0.00036	3.218e-02	P	AT1G23080, AT1G70940, AT2G01420, AT4G30960, AT5G65980	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, CIPK6_ARATH, PILS7_ARATH
GO:0006811	ion transport	964	14	4.85	0.00037	3.256e-02	P	AT1G08090, AT1G42540, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT3G51895, AT4G29900, AT4G35100, AT4G35290, AT5G49630, AT5G57110, AT5G62680	NRT21_ARATH, GLR33_ARATH, PUMP5_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, ACA10_ARATH, PIP27_ARATH, GLR32_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH
GO:0006810	transport	2699	27	13.59	0.00038	3.293e-02	P	AT1G08090, AT1G09070, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT1G72160, AT2G01420, AT2G03590, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT3G51895, AT4G15920, AT4G18710, AT4G29900, AT4G30960, AT4G35100, AT4G35290, AT5G24470, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	NRT21_ARATH, SRC2_ARATH, DTX31_ARATH, PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PATL3_ARATH, PIN4_ARATH, UPS1_ARATH, PUMP5_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, KSG7_ARATH, ACA10_ARATH, CIPK6_ARATH, PIP27_ARATH, GLR32_ARATH, APRR5_ARATH, DTX30_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0044262	cellular carbohydrate metabolic process	440	9	2.22	4e-04	3.365e-02	P	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G12430, AT4G14130, AT4G18990, AT4G22590, AT4G25810	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, BAM1_ARATH, TPPF_ARATH, XTH15_ARATH, XTH29_ARATH, TPPG_ARATH, XTH23_ARATH
GO:0009966	regulation of signal transduction	265	7	1.33	4e-04	3.365e-02	P	AT1G19180, AT1G23080, AT1G70810, AT1G70940, AT2G01420, AT2G25110, AT3G51550	TI10A_ARATH, PIN7_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, SDF2_ARATH, FERON_ARATH
