GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0072521	purine-containing compound metabolic process	284	3	0.25	0.00194	1.027e-01	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009116	nucleoside metabolic process	296	3	0.26	0.00218	1.144e-01	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0043412	macromolecule modification	3100	8	2.74	0.00377	1.925e-01	P	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT3G02320, AT3G61113, AT5G02410, AT5G55130	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, TRM2_ARATH, URM12_ARATH, ALG10_ARATH, MOCS3_ARATH
GO:0009311	oligosaccharide metabolic process	109	2	0.1	0.00415	2.101e-01	P	AT1G16900, AT2G40190	ALG9_ARATH, ALG11_ARATH
GO:0044238	primary metabolic process	11638	17	10.29	0.00441	2.156e-01	P	AT1G01090, AT1G02145, AT1G16900, AT1G20160, AT1G54220, AT1G65520, AT2G40190, AT2G47760, AT3G02320, AT3G06860, AT3G13930, AT3G61113, AT4G14430, AT4G29010, AT5G02410, AT5G41670, AT5G55130	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, CRSP_ARATH, ODP23_ARATH, ECI1_ARATH, ALG11_ARATH, ALG3_ARATH, TRM2_ARATH, MFP2_ARATH, ODP22_ARATH, URM12_ARATH, ECI2_ARATH, AIM1_ARATH, ALG10_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0006091	generation of precursor metabolites and energy	382	3	0.34	0.00447	2.167e-01	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0034470	ncRNA processing	406	3	0.36	0.0053	2.526e-01	P	AT3G02320, AT3G61113, AT5G55130	TRM2_ARATH, URM12_ARATH, MOCS3_ARATH
GO:1901657	glycosyl compound metabolic process	435	3	0.38	0.00641	3.005e-01	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0044262	cellular carbohydrate metabolic process	440	3	0.39	0.00662	3.032e-01	P	AT1G16900, AT2G40190, AT5G41670	ALG9_ARATH, ALG11_ARATH, 6PGD2_ARATH
GO:0048511	rhythmic process	140	2	0.12	0.00675	3.032e-01	P	AT2G37130, AT4G21960	PER21_ARATH, PER42_ARATH
GO:0010033	response to organic substance	2026	6	1.79	0.00703	3.032e-01	P	AT1G02145, AT1G16900, AT1G20160, AT2G40190, AT4G14430, AT5G41670	ALG12_ARATH, ALG9_ARATH, CRSP_ARATH, ALG11_ARATH, ECI2_ARATH, 6PGD2_ARATH
GO:0009108	coenzyme biosynthetic process	143	2	0.13	0.00704	3.032e-01	P	AT1G01090, AT5G55130	ODPA3_ARATH, MOCS3_ARATH
GO:0009664	plant-type cell wall organization	154	2	0.14	0.00812	3.466e-01	P	AT2G37130, AT4G21960	PER21_ARATH, PER42_ARATH
GO:0006464	cellular protein modification process	2788	7	2.46	0.00838	3.525e-01	P	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT3G61113, AT5G02410, AT5G55130	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, URM12_ARATH, ALG10_ARATH, MOCS3_ARATH
GO:0036211	protein modification process	2788	7	2.46	0.00838	3.525e-01	P	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT3G61113, AT5G02410, AT5G55130	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, URM12_ARATH, ALG10_ARATH, MOCS3_ARATH
GO:0034660	ncRNA metabolic process	484	3	0.43	0.00859	3.586e-01	P	AT3G02320, AT3G61113, AT5G55130	TRM2_ARATH, URM12_ARATH, MOCS3_ARATH
GO:0071704	organic substance metabolic process	12345	17	10.91	0.00921	3.817e-01	P	AT1G01090, AT1G02145, AT1G16900, AT1G20160, AT1G54220, AT1G65520, AT2G40190, AT2G47760, AT3G02320, AT3G06860, AT3G13930, AT3G61113, AT4G14430, AT4G29010, AT5G02410, AT5G41670, AT5G55130	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, CRSP_ARATH, ODP23_ARATH, ECI1_ARATH, ALG11_ARATH, ALG3_ARATH, TRM2_ARATH, MFP2_ARATH, ODP22_ARATH, URM12_ARATH, ECI2_ARATH, AIM1_ARATH, ALG10_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0045254	pyruvate dehydrogenase complex	4	2	0	7.2e-06	7.078e-03	C	AT1G54220, AT3G13930	ODP23_ARATH, ODP22_ARATH
GO:0005777	peroxisome	222	4	0.25	1e-04	2.294e-02	C	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0042579	microbody	222	4	0.25	1e-04	2.294e-02	C	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0044444	cytoplasmic part	7872	18	8.82	0.00011	2.294e-02	C	AT1G01090, AT1G02145, AT1G16900, AT1G54220, AT1G65520, AT2G22420, AT2G37130, AT2G40190, AT2G47760, AT3G02320, AT3G06860, AT3G13930, AT3G61113, AT4G14430, AT4G29010, AT5G02410, AT5G41670, AT5G55130	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, ODP23_ARATH, ECI1_ARATH, PER17_ARATH, PER21_ARATH, ALG11_ARATH, ALG3_ARATH, TRM2_ARATH, MFP2_ARATH, ODP22_ARATH, URM12_ARATH, ECI2_ARATH, AIM1_ARATH, ALG10_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0005789	endoplasmic reticulum membrane	463	5	0.52	0.00014	2.294e-02	C	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	467	5	0.52	0.00014	2.294e-02	C	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0044432	endoplasmic reticulum part	506	5	0.57	0.00021	2.949e-02	C	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0005576	extracellular region	1552	7	1.74	0.00116	1.296e-01	C	AT1G20160, AT2G18980, AT2G22420, AT2G37130, AT3G17070, AT4G21960, AT4G37530	CRSP_ARATH, PER16_ARATH, PER17_ARATH, PER21_ARATH, PER29_ARATH, PER42_ARATH, PER51_ARATH
GO:0005737	cytoplasm	9275	18	10.39	0.00128	1.296e-01	C	AT1G01090, AT1G02145, AT1G16900, AT1G54220, AT1G65520, AT2G22420, AT2G37130, AT2G40190, AT2G47760, AT3G02320, AT3G06860, AT3G13930, AT3G61113, AT4G14430, AT4G29010, AT5G02410, AT5G41670, AT5G55130	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, ODP23_ARATH, ECI1_ARATH, PER17_ARATH, PER21_ARATH, ALG11_ARATH, ALG3_ARATH, TRM2_ARATH, MFP2_ARATH, ODP22_ARATH, URM12_ARATH, ECI2_ARATH, AIM1_ARATH, ALG10_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0005618	cell wall	775	5	0.87	0.00144	1.296e-01	C	AT1G20160, AT2G37130, AT3G06860, AT4G21960, AT4G29010	CRSP_ARATH, PER21_ARATH, MFP2_ARATH, PER42_ARATH, AIM1_ARATH
GO:0030312	external encapsulating structure	776	5	0.87	0.00145	1.296e-01	C	AT1G20160, AT2G37130, AT3G06860, AT4G21960, AT4G29010	CRSP_ARATH, PER21_ARATH, MFP2_ARATH, PER42_ARATH, AIM1_ARATH
GO:0005783	endoplasmic reticulum	941	5	1.05	0.00337	2.761e-01	C	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0004165	dodecenoyl-CoA delta-isomerase activity	5	4	0	2.2e-12	6.455e-09	F	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0016863	intramolecular oxidoreductase activity, transposing C=C bonds	9	4	0.01	5.6e-11	8.215e-08	F	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0004601	peroxidase activity	134	6	0.12	1.5e-09	1.350e-06	F	AT2G18980, AT2G22420, AT2G37130, AT3G17070, AT4G21960, AT4G37530	PER16_ARATH, PER17_ARATH, PER21_ARATH, PER29_ARATH, PER42_ARATH, PER51_ARATH
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	140	6	0.12	1.9e-09	1.350e-06	F	AT2G18980, AT2G22420, AT2G37130, AT3G17070, AT4G21960, AT4G37530	PER16_ARATH, PER17_ARATH, PER21_ARATH, PER29_ARATH, PER42_ARATH, PER51_ARATH
GO:0016856	racemase and epimerase activity, acting on hydroxy acids and derivatives	4	3	0	2.3e-09	1.350e-06	F	AT1G65520, AT3G06860, AT4G29010	ECI1_ARATH, MFP2_ARATH, AIM1_ARATH
GO:0000030	mannosyltransferase activity	22	4	0.02	3.2e-09	1.565e-06	F	AT1G02145, AT1G16900, AT2G40190, AT2G47760	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH
GO:0016209	antioxidant activity	157	6	0.14	3.8e-09	1.593e-06	F	AT2G18980, AT2G22420, AT2G37130, AT3G17070, AT4G21960, AT4G37530	PER16_ARATH, PER17_ARATH, PER21_ARATH, PER29_ARATH, PER42_ARATH, PER51_ARATH
GO:0003824	catalytic activity	9816	22	8.59	5.6e-09	2.054e-06	F	AT1G01090, AT1G02145, AT1G16900, AT1G20160, AT1G54220, AT1G65520, AT2G18980, AT2G22420, AT2G37130, AT2G40190, AT2G47760, AT3G02320, AT3G06860, AT3G13930, AT3G17070, AT4G14430, AT4G21960, AT4G29010, AT4G37530, AT5G02410, AT5G41670, AT5G55130	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, CRSP_ARATH, ODP23_ARATH, ECI1_ARATH, PER16_ARATH, PER17_ARATH, PER21_ARATH, ALG11_ARATH, ALG3_ARATH, TRM2_ARATH, MFP2_ARATH, ODP22_ARATH, PER29_ARATH, ECI2_ARATH, PER42_ARATH, AIM1_ARATH, PER51_ARATH, ALG10_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0016860	intramolecular oxidoreductase activity	63	4	0.06	2.6e-07	8.476e-05	F	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0016491	oxidoreductase activity	1721	10	1.51	7.3e-07	1.277e-04	F	AT1G01090, AT2G18980, AT2G22420, AT2G37130, AT3G06860, AT3G17070, AT4G21960, AT4G29010, AT4G37530, AT5G41670	ODPA3_ARATH, PER16_ARATH, PER17_ARATH, PER21_ARATH, MFP2_ARATH, PER29_ARATH, PER42_ARATH, AIM1_ARATH, PER51_ARATH, 6PGD2_ARATH
GO:0000009	alpha-1,6-mannosyltransferase activity	2	2	0	7.3e-07	1.277e-04	F	AT1G02145, AT2G47760	ALG12_ARATH, ALG3_ARATH
GO:0000026	alpha-1,2-mannosyltransferase activity	2	2	0	7.3e-07	1.277e-04	F	AT1G16900, AT2G40190	ALG9_ARATH, ALG11_ARATH
GO:0004376	glycolipid mannosyltransferase activity	2	2	0	7.3e-07	1.277e-04	F	AT1G16900, AT2G40190	ALG9_ARATH, ALG11_ARATH
GO:0004377	GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity	2	2	0	7.3e-07	1.277e-04	F	AT1G16900, AT2G40190	ALG9_ARATH, ALG11_ARATH
GO:0008692	3-hydroxybutyryl-CoA epimerase activity	2	2	0	7.3e-07	1.277e-04	F	AT3G06860, AT4G29010	MFP2_ARATH, AIM1_ARATH
GO:0052917	dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity	2	2	0	7.3e-07	1.277e-04	F	AT1G02145, AT2G47760	ALG12_ARATH, ALG3_ARATH
GO:0020037	heme binding	382	6	0.33	7.4e-07	1.277e-04	F	AT2G18980, AT2G22420, AT2G37130, AT3G17070, AT4G21960, AT4G37530	PER16_ARATH, PER17_ARATH, PER21_ARATH, PER29_ARATH, PER42_ARATH, PER51_ARATH
GO:0046906	tetrapyrrole binding	422	6	0.37	1.3e-06	2.119e-04	F	AT2G18980, AT2G22420, AT2G37130, AT3G17070, AT4G21960, AT4G37530	PER16_ARATH, PER17_ARATH, PER21_ARATH, PER29_ARATH, PER42_ARATH, PER51_ARATH
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	3	2	0	2.2e-06	3.397e-04	F	AT3G06860, AT4G29010	MFP2_ARATH, AIM1_ARATH
GO:0016854	racemase and epimerase activity	43	3	0.04	7.1e-06	9.312e-04	F	AT1G65520, AT3G06860, AT4G29010	ECI1_ARATH, MFP2_ARATH, AIM1_ARATH
GO:0004300	enoyl-CoA hydratase activity	5	2	0	7.3e-06	9.312e-04	F	AT3G06860, AT4G29010	MFP2_ARATH, AIM1_ARATH
GO:0004742	dihydrolipoyllysine-residue acetyltransferase activity	5	2	0	7.3e-06	9.312e-04	F	AT1G54220, AT3G13930	ODP23_ARATH, ODP22_ARATH
GO:0016418	S-acetyltransferase activity	5	2	0	7.3e-06	9.312e-04	F	AT1G54220, AT3G13930	ODP23_ARATH, ODP22_ARATH
GO:0030523	dihydrolipoamide S-acyltransferase activity	6	2	0.01	1.1e-05	1.345e-03	F	AT1G54220, AT3G13930	ODP23_ARATH, ODP22_ARATH
GO:0016758	transferase activity, transferring hexosyl groups	425	5	0.37	2.9e-05	3.403e-03	F	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0016853	isomerase activity	279	4	0.24	9.4e-05	1.061e-02	F	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0016757	transferase activity, transferring glycosyl groups	669	5	0.59	0.00024	2.608e-02	F	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	148	3	0.13	0.00029	3.039e-02	F	AT3G06860, AT4G29010, AT5G41670	MFP2_ARATH, AIM1_ARATH, 6PGD2_ARATH
GO:0016417	S-acyltransferase activity	33	2	0.03	0.00038	3.845e-02	F	AT1G54220, AT3G13930	ODP23_ARATH, ODP22_ARATH
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	222	3	0.19	0.00093	6.655e-02	F	AT3G06860, AT4G29010, AT5G41670	MFP2_ARATH, AIM1_ARATH, 6PGD2_ARATH
GO:0016836	hydro-lyase activity	84	2	0.07	0.00244	1.627e-01	F	AT3G06860, AT4G29010	MFP2_ARATH, AIM1_ARATH
GO:0016740	transferase activity	4152	9	3.63	0.00598	3.446e-01	F	AT1G02145, AT1G16900, AT1G54220, AT2G40190, AT2G47760, AT3G02320, AT3G13930, AT5G02410, AT5G55130	ALG12_ARATH, ALG9_ARATH, ODP23_ARATH, ALG11_ARATH, ALG3_ARATH, TRM2_ARATH, ODP22_ARATH, ALG10_ARATH, MOCS3_ARATH
GO:0016407	acetyltransferase activity	133	2	0.12	0.00599	3.446e-01	F	AT1G54220, AT3G13930	ODP23_ARATH, ODP22_ARATH
GO:0016835	carbon-oxygen lyase activity	172	2	0.15	0.00984	5.346e-01	F	AT3G06860, AT4G29010	MFP2_ARATH, AIM1_ARATH
