GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0044446	intracellular organelle part	5181	19	10.09	0.0019	1.753e-01	C	AT1G31800, AT1G67080, AT1G73030, AT2G07696, AT2G37660, AT3G26590, AT3G48890, AT3G58730, AT3G62700, AT4G24920, AT5G08290, AT5G40650, AT5G47840, AT5G50460, AT5G60600, AT5G61790, AT5G64440, ATMG00560, ATMG01270	LUT5_ARATH, ABA4_ARATH, CHM1B_ARATH, RT07_ARATH, Y2766_ARATH, DTX29_ARATH, MSBP2_ARATH, VATD_ARATH, AB14C_ARATH, S61G1_ARATH, YLS8_ARATH, SDHB2_ARATH, KAD2_ARATH, S61G1_ARATH, ISPG_ARATH, CALX1_ARATH, FAAH_ARATH, RM02_ARATH, RT07_ARATH
GO:0044422	organelle part	5196	19	10.12	0.00197	1.753e-01	C	AT1G31800, AT1G67080, AT1G73030, AT2G07696, AT2G37660, AT3G26590, AT3G48890, AT3G58730, AT3G62700, AT4G24920, AT5G08290, AT5G40650, AT5G47840, AT5G50460, AT5G60600, AT5G61790, AT5G64440, ATMG00560, ATMG01270	LUT5_ARATH, ABA4_ARATH, CHM1B_ARATH, RT07_ARATH, Y2766_ARATH, DTX29_ARATH, MSBP2_ARATH, VATD_ARATH, AB14C_ARATH, S61G1_ARATH, YLS8_ARATH, SDHB2_ARATH, KAD2_ARATH, S61G1_ARATH, ISPG_ARATH, CALX1_ARATH, FAAH_ARATH, RM02_ARATH, RT07_ARATH
GO:0031090	organelle membrane	2154	11	4.2	0.00214	1.753e-01	C	AT1G31800, AT1G67080, AT1G73030, AT3G26590, AT3G58730, AT3G62700, AT4G24920, AT5G40650, AT5G50460, AT5G61790, AT5G64440	LUT5_ARATH, ABA4_ARATH, CHM1B_ARATH, DTX29_ARATH, VATD_ARATH, AB14C_ARATH, S61G1_ARATH, SDHB2_ARATH, S61G1_ARATH, CALX1_ARATH, FAAH_ARATH
GO:0005761	mitochondrial ribosome	46	2	0.09	0.00363	2.745e-01	C	ATMG00560, ATMG01270	RM02_ARATH, RT07_ARATH
GO:0012505	endomembrane system	2089	10	4.07	0.00567	3.675e-01	C	AT1G05850, AT1G73030, AT3G48890, AT3G58730, AT3G62700, AT4G24920, AT4G39350, AT5G50460, AT5G61790, AT5G64440	CTL1_ARATH, CHM1B_ARATH, MSBP2_ARATH, VATD_ARATH, AB14C_ARATH, S61G1_ARATH, CESA2_ARATH, S61G1_ARATH, CALX1_ARATH, FAAH_ARATH
GO:0005774	vacuolar membrane	613	5	1.19	0.00647	3.675e-01	C	AT3G26590, AT3G58730, AT3G62700, AT5G61790, AT5G64440	DTX29_ARATH, VATD_ARATH, AB14C_ARATH, CALX1_ARATH, FAAH_ARATH
GO:0044437	vacuolar part	614	5	1.2	0.00651	3.675e-01	C	AT3G26590, AT3G58730, AT3G62700, AT5G61790, AT5G64440	DTX29_ARATH, VATD_ARATH, AB14C_ARATH, CALX1_ARATH, FAAH_ARATH
GO:0005739	mitochondrion	1474	8	2.87	0.00673	3.675e-01	C	AT2G07696, AT3G15660, AT5G40650, AT5G61790, ATMG00030, ATMG00560, ATMG00660, ATMG01270	RT07_ARATH, GRS15_ARATH, SDHB2_ARATH, CALX1_ARATH, M030_ARATH, RM02_ARATH, M660_ARATH, RT07_ARATH
GO:0022804	active transmembrane transporter activity	612	8	0.98	4.8e-06	8.411e-03	F	AT1G12950, AT1G33110, AT3G18830, AT3G26590, AT3G58730, AT3G62700, AT4G24920, AT5G50460	DTX31_ARATH, DTX21_ARATH, PLT5_ARATH, DTX29_ARATH, VATD_ARATH, AB14C_ARATH, S61G1_ARATH, S61G1_ARATH
GO:0015238	drug transmembrane transporter activity	75	4	0.12	6.3e-06	8.411e-03	F	AT1G12950, AT1G33110, AT3G26590, AT3G62700	DTX31_ARATH, DTX21_ARATH, DTX29_ARATH, AB14C_ARATH
GO:0090484	drug transporter activity	81	4	0.13	8.6e-06	8.411e-03	F	AT1G12950, AT1G33110, AT3G26590, AT3G62700	DTX31_ARATH, DTX21_ARATH, DTX29_ARATH, AB14C_ARATH
GO:0022857	transmembrane transporter activity	1170	10	1.87	1.2e-05	8.802e-03	F	AT1G01620, AT1G12950, AT1G33110, AT3G18830, AT3G26590, AT3G58730, AT3G62700, AT4G24920, AT4G35100, AT5G50460	PIP13_ARATH, DTX31_ARATH, DTX21_ARATH, PLT5_ARATH, DTX29_ARATH, VATD_ARATH, AB14C_ARATH, S61G1_ARATH, PIP27_ARATH, S61G1_ARATH
GO:0050113	inositol oxygenase activity	4	2	0.01	1.5e-05	8.802e-03	F	AT2G19800, AT4G26260	MIOX2_ARATH, MIOX4_ARATH
GO:0015168	glycerol transmembrane transporter activity	37	3	0.06	2.8e-05	1.369e-02	F	AT1G01620, AT3G18830, AT4G35100	PIP13_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0015166	polyol transmembrane transporter activity	42	3	0.07	4.2e-05	1.760e-02	F	AT1G01620, AT3G18830, AT4G35100	PIP13_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0015665	alcohol transmembrane transporter activity	45	3	0.07	5.1e-05	1.870e-02	F	AT1G01620, AT3G18830, AT4G35100	PIP13_ARATH, PLT5_ARATH, PIP27_ARATH
GO:1901618	organic hydroxy compound transmembrane transporter activity	51	3	0.08	7.5e-05	2.230e-02	F	AT1G01620, AT3G18830, AT4G35100	PIP13_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0005215	transporter activity	1457	10	2.33	7.6e-05	2.230e-02	F	AT1G01620, AT1G12950, AT1G33110, AT3G18830, AT3G26590, AT3G58730, AT3G62700, AT4G24920, AT4G35100, AT5G50460	PIP13_ARATH, DTX31_ARATH, DTX21_ARATH, PLT5_ARATH, DTX29_ARATH, VATD_ARATH, AB14C_ARATH, S61G1_ARATH, PIP27_ARATH, S61G1_ARATH
GO:0005496	steroid binding	23	2	0.04	0.00062	1.654e-01	F	AT3G48890, AT5G59420	MSBP2_ARATH, ORP3C_ARATH
GO:0015405	P-P-bond-hydrolysis-driven transmembrane transporter activity	256	4	0.41	0.00074	1.693e-01	F	AT3G58730, AT3G62700, AT4G24920, AT5G50460	VATD_ARATH, AB14C_ARATH, S61G1_ARATH, S61G1_ARATH
GO:0015399	primary active transmembrane transporter activity	257	4	0.41	0.00075	1.693e-01	F	AT3G58730, AT3G62700, AT4G24920, AT5G50460	VATD_ARATH, AB14C_ARATH, S61G1_ARATH, S61G1_ARATH
GO:0051536	iron-sulfur cluster binding	132	3	0.21	0.00123	2.089e-01	F	AT3G15660, AT5G40650, AT5G60600	GRS15_ARATH, SDHB2_ARATH, ISPG_ARATH
GO:0051540	metal cluster binding	132	3	0.21	0.00123	2.089e-01	F	AT3G15660, AT5G40650, AT5G60600	GRS15_ARATH, SDHB2_ARATH, ISPG_ARATH
GO:0015254	glycerol channel activity	36	2	0.06	0.00152	2.089e-01	F	AT1G01620, AT4G35100	PIP13_ARATH, PIP27_ARATH
GO:0005372	water transmembrane transporter activity	39	2	0.06	0.00178	2.089e-01	F	AT1G01620, AT4G35100	PIP13_ARATH, PIP27_ARATH
GO:0015250	water channel activity	39	2	0.06	0.00178	2.089e-01	F	AT1G01620, AT4G35100	PIP13_ARATH, PIP27_ARATH
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	39	2	0.06	0.00178	2.089e-01	F	AT2G19800, AT4G26260	MIOX2_ARATH, MIOX4_ARATH
GO:0015144	carbohydrate transmembrane transporter activity	164	3	0.26	0.00229	2.479e-01	F	AT1G01620, AT3G18830, AT4G35100	PIP13_ARATH, PLT5_ARATH, PIP27_ARATH
GO:1901476	carbohydrate transporter activity	165	3	0.26	0.00233	2.479e-01	F	AT1G01620, AT3G18830, AT4G35100	PIP13_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0015291	secondary active transmembrane transporter activity	352	4	0.56	0.00237	2.479e-01	F	AT1G12950, AT1G33110, AT3G18830, AT3G26590	DTX31_ARATH, DTX21_ARATH, PLT5_ARATH, DTX29_ARATH
GO:0015297	antiporter activity	168	3	0.27	0.00245	2.479e-01	F	AT1G12950, AT1G33110, AT3G26590	DTX31_ARATH, DTX21_ARATH, DTX29_ARATH
GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	49	2	0.08	0.00279	2.729e-01	F	AT4G24920, AT5G50460	S61G1_ARATH, S61G1_ARATH
GO:0005506	iron ion binding	376	4	0.6	0.003	2.839e-01	F	AT1G31800, AT2G19800, AT4G26260, AT5G60600	LUT5_ARATH, MIOX2_ARATH, MIOX4_ARATH, ISPG_ARATH
GO:0051537	2 iron, 2 sulfur cluster binding	59	2	0.09	0.00402	3.504e-01	F	AT3G15660, AT5G40650	GRS15_ARATH, SDHB2_ARATH
GO:0008320	protein transmembrane transporter activity	61	2	0.1	0.0043	3.504e-01	F	AT4G24920, AT5G50460	S61G1_ARATH, S61G1_ARATH
GO:0022884	macromolecule transmembrane transporter activity	61	2	0.1	0.0043	3.504e-01	F	AT4G24920, AT5G50460	S61G1_ARATH, S61G1_ARATH
GO:0051539	4 iron, 4 sulfur cluster binding	61	2	0.1	0.0043	3.504e-01	F	AT5G40650, AT5G60600	SDHB2_ARATH, ISPG_ARATH
GO:0003729	mRNA binding	85	2	0.14	0.00818	5.455e-01	F	AT2G07696, ATMG01270	RT07_ARATH, RT07_ARATH
